,Document directory,Format,Comic_title,Untranslated Title,Source Title,Author,Translator,Author_origin,Author_country (current),Global region,Country,Language,Original Language (Translations),Publisher,Genre ,"Comic ""style""",Audience,Demographic,Publication Date,Pages#,Chapters Qty,Chapter/Issue#,Completed,Description,Website,CCL,Permission,File,Notes,Country again,Title again,Spacer,MAST Notes,Uploaded to MAST,1.1: Panels & Panels,1.2: Characters,1.2.1 Gender,1.3: Carriers,2.1: Framing,2.2: Continuity Annotations,2.2: Continuity Relations,2.3: Motion Events,2.4: ICS,2.5: Character Emotions,2.5.1 Panel Emotions,2.6 Panel Templates,2.7 Panel Borders,2.8 POV,2.9 Onoma,3.1 Situation,3.2 Depth,3.3 Gesture
NC,,Comic book,Ms. Shabash: Attack of the Auntybots,,,"Samir Asran Rahaman, Fahim Anzoom Rumman, Mosharraf Hussain (Nifu), Shamim, Ahmed",,Bangladesh,Bangladesh,Asia,Bangladesh,English,,Mighty Punch Studios,Superhero,Cartoony,Everyone,,2015,41,1,1,,,,,Private,Ms. Shabash 01.2.pdf,,Bangladesh,Ms. Shabash: Attack of the Auntybots,1,,NC,AS,,,,NC+,AS,,,,,JB,,SG,,MM,,,
NC,,Comic book,Ms. Shabash: The whitewash factor,,,"Samir Asran Rahaman, Fahim Anzoom Rumman, Mosharraf Hussain (Nifu), Shamim, Ahmed",,Bangladesh,Bangladesh,Asia,Bangladesh,English,,Mighty Punch Studios,Superhero,Cartoony,Everyone,,2015,41,1,1,,,,,Private,Ms. Shabash 01.pdf,,Bangladesh,Ms. Shabash: The whitewash factor,1,,NC,JV,,,,JV+,AS,,,,,,,SG,,MM,,,
NC,,Comic book,Lathial,,,"Samir Asran Rahman, Mosharraf Hussain (Nipu), Fahim Anzoom Rumman, Asifur Rahman",,Bangladesh,Bangladesh,Asia,Bangladesh,English,,Mighty Punch Studios,Superhero,Cartoony,Everyone,,2016,42,1,0,,,,,Private,Lathial 00.pdf,,Bangladesh,Lathial,1,,NC,TH,,,,TH+,AS,,,,,SD,NC+,,,MM,,,
NC,,Comic book,Pishach Kahni: Songho,,,"Written by: Mehedi Haque, Drawn by: Adrian Anik",,Bangladesh,Bangladesh,Asia,Bangladesh,Bangla,Bangla,Dhaka Comics,Supernatural,,Teen,,2020,49,1,1,,,,,Private,Pishach kahini SONGGHO.pdf,,Bangladesh,Pishach Kahni: Songho,1,,NC,TH,,,,TH+,,, +,,,,NC+,,,MM,,,
NC,,Comic book,Durjoy 1,,,Tauhidul Iqbal Sampad,,Bangladesh,Bangladesh,Asia,Bangladesh,English,Bangla,Dhaka Comics,"Action, Thriller",,Teen,,2021,50,1,1,,,,,Private,Durjoy_15.pdf,A crime fiction. A former kickboxing world champion gone rogue since his mother was badly injured by the drug peddler gang. A complicated character who is anything but a conventional hero. This is an ongoing series and one of the most popular comics in Bangladesh.,Bangladesh,Durjoy 1,1,,NC,AS,,,,SG+,BK,, +,,,,NC,,,MM,,,
NC,,Webcomic,The Picture,,SMAC!,Perona,,Belarus,Belarus,Europe,Belarus,,,SMAC Web Magazine,Slice of life,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma5/the-picture-by-perona/,,,,,Belarus,The Picture,1,R-to-L,NC-2023S,NC,,,,IS+,,,,KH,,LZ*,NC+,FM,,MM,MaM,,
NC,,Webcomic,Awesome Smile,,SMAC!,KiriKo,,Belarus,Belarus,Europe,Belarus,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2014,,,,,,https://smacmag.net/v/sma2/awesome-smile-by-kiriko/#0,,,,,Belarus,Awesome Smile,1,R-to-L,NC-2023S,SG,,,,IS+,,,,KH,,LZ,NC+,SG,,MM,MaM,,
NC,,Webcomic,Follow the flow,,SMAC!,leariq,,Belarus,Belarus,Europe,Belarus,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/follow-the-flow-by-leariq/,,,,,Belarus,Follow the flow,1,R-to-L,NC-2023S,NC,,,,IS+,,, +,,,XZ*,NC+,,,MM,,,
NC,,Webcomic,Znich,,SMAC!,vinsenta,,Belarus,Belarus,Europe,Belarus,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2014,,,,,,https://smacmag.net/v/sma14/znich-by-vinsenta/,,,,,Belarus,Znich,1,R-to-L,NC-2023S,FM,,,,IS+,,,,,,XZ*,NC+,,,MM,,,
NC,,Webcomic,Race For It,,SMAC!,Valeryia Trybunko,,Belarus,Belarus,Europe,Belarus,,,SMAC Web Magazine,Action,Manga,Everyone,,2018,,,,,,https://smacmag.net/v/sma8/race-for-it-by-valeryia-trybunko/#0,,,,,Belarus,Race For It,1,R-to-L,NC-2023S,NC,,,,IS+,,,,,,XZ*,NC+,,,MM,MaM,,
NC,,Graphic novel,De Avonturen van Suske en Wiske op het Eiland Amoras,,,Willy Vandersteen,,Belgium,Belgium,Europe,Belgium,Dutch,,Uitgeversmij N.V. Standaard-Boekhandel,Adventure,Ligne claire,Everyone,,1946,,,1,,,,,,,,Belgium,De Avonturen van Suske en Wiske op het Eiland Amoras,1,,NC-S22,AS,AS,PB,,JV+,AS,AS,AK+,,AB,SD,NC,SG,,MM,,RB,
NC,,Graphic novel,Lucky Luke - Daisy Town,,,"W: Rene Goscinny, A: Maurice de Bevere",Jerome Saincantin,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Western,Ligne claire,Everyone,,1983,,,,,,,,,,,Belgium,Lucky Luke - Daisy Town,1,,NC-S22,AS,AS,PB,,JV+,AS,AS,AK+,,LP,LZ,NC,SG,,MM,,,
NC,,Graphic novel,Spirou and Fantasio in New York,,,Tome & Janry,Jerome Saincantin,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Adventure,Ligne claire,Everyone,,1987,,,39,,,,,,,,Belgium,Spirou and Fantasio in New York,1,,NC-S22,AS,,,,NC+,AS (-char),AS (-char), +,,,JB,NC,SG,,MM,,,
NC,,Graphic novel,Spirou and Fantasio: The Marsupilami Thieves,,,André Franquin,,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Adventure,Ligne claire,Everyone,,1954,,,5,,,,,,,,Belgium,Spirou and Fantasio: The Marsupilami Thieves,1,,NC-S22,AS,AS% (Characters Not Done),,,NC+,AS (-char),AS (-char), +,,AB*,SD+,NC,SG,,MM,,,
NC,,Graphic novel,The Bluecoats - The prison of Robertsonville,Les Tuniques Bleues 6 - La prison de Robertsonville,,"A: Willy Lambil, W: Raoul Cauvin",Erica Jeffrey,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Adventure,Ligne claire,Everyone,,1975,,,6,,,,,,,,Belgium,The Bluecoats - The prison of Robertsonville,1,,NC-S22,AS,AS,PB,,NC+,AS,AS, +,,AB,XZ,NC,SG,,MM,,,
NC,,Graphic novel,XIII - Where the Indian Walks,Là où va l'indien,,W. Vance and Jean Van Hamme,,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Action,,Everyone,,1984,,,6,,,,,,,,Belgium,XIII - Where the Indian Walks,1,,NC-S22,AS,,,,NC+,,, +,,,SD,NC,FM,,MM,,,
NC,,Graphic novel,"Blake and Mortimer - The Yellow ""M""",,,Edgar P. Jacobs,Clarence E. Holland,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Adventure,Ligne claire,Everyone,,1987,,,,,,,,,,,Belgium,"Blake and Mortimer - The Yellow ""M""",1,,NC-S22,JV,AS,PB,,JV+,AS,AS,AK+,,AB,SD,NC,SG,,MM,ND,,
NC,,Graphic novel,Clifton - My Dear Wilkinson,,,Bob De Groot and Turk,LUnited Kingdome Spears,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Adventure,Ligne claire,Everyone,,1978,,,,,,,,,,,Belgium,Clifton - My Dear Wilkinson,1,,NC-S22,JV,,,,JV+,AS,,,,,SD,NC,FM,,MM,,,
NC,,Graphic novel,Lady S - A Second of Eternity,,,"A: Philippe Aymond, W: Jean van Hamme",Jerome Saincantin,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Action,Ligne claire,Everyone,,2011,,,,,,,,,,,Belgium,Lady S - A Second of Eternity,1,,NC-S22,JV,,,,JV+,BK,BK,,,,SD,NC,SG,,MM,,,
NC,,Graphic novel,Tintin and the Secret of the Unicorn,,,Hergé,,Belgium,Belgium,Europe,Belgium,English,French,Magnet,Adventure,Ligne claire,Everyone,,1943,,,6,,,,,,,,Belgium,Tintin and the Secret of the Unicorn,1,,NC-S22,MS/NC/SG,,,,NC+,AS,,,,,SD,NC,SG,,MM,,,
NC,,Graphic novel,Orbital 1 - Scars,,,"A: Serge Pellé, W: Sylvain Runberg",Jerome Saincantin,Belgium,Belgium,Europe,Belgium,English,French,Cinebook 9th Art Comics,Science fiction,,Everyone,,2006,,,1,,,,,,,,Belgium,Orbital 1 - Scars,1,,NC-S22,JV,,,,JV+,BK,,,,,SD,NC,SG,,MM,,,
SG,,Graphic Novel,Teddy Bear,,,Kocou Axel,,Benin,Benin,Africa,Benin,,,SMA,Slice of Life,Manga,,,2015,14,,,,,,,,,,Benin,Teddy Bear,1,,NC-2023S,AS,,,,TH+,AS,,,,,XZ*,NC+,SG,,MM,,,
SG,,Graphic Novel,Going to Top,,,Kocou Axel,,Benin,Benin,Africa,Benin,,,SMA,School life,Manga,,,2018,16,,,,,,,,,,Benin,Going to Top,1,,NC-2023S,TH,,,,TH+,TH,,,,,XZ*,NC+,,,MM,,,
NC,,Short story,Le réveil du genie,,AfriComics!,Albert Oke,,Benin,Togo,Africa,Benin,French,,Goethe Institut,Fantasy,,Teen/adult,,2021,,,,,,https://www.goethe.de/prj/afc/en/cmc/tgo/albert-oke-le-reveil-du-genie.html,,,,,Benin,Le réveil du genie,1,,NC-2023S,TH,,,,TH+,AK,,,,,JB,NC+,SG,,MM,DM,,
NC,,Short story,La Légende des Dieux,,AfriComics!,Jenifer Palmer,,Benin,Togo,Africa,Benin,French,,Goethe Institut,Slice of life,,Teen/adult,,2021,,,,,,https://www.goethe.de/prj/afc/en/cmc/tgo/jenifer-palmer-la-legende-des.html,,,,,Benin,La Légende des Dieux,1,,NC-2023S,TH,,,,TH+,,,,,,JB,NC+,SG,,MM,,,
NC,,Comic Book,The Adventures of Jamphel and Acho Chha: Welcome to Royal Manas National Park,,,Thimphu Comics,,Bhutan,Bhutan,South Asia,Bhutan,English,,WWF,Adventure,Cartoony,Everyone,,2021,,,1,,,https://wwfasia.awsassets.panda.org/downloads/jamphel_comic_book_for_print.pdf,,Yes,,,Bhutan,The Adventures of Jamphel and Acho Chha: Welcome to Royal Manas National Park,1,,NC-2023S,TH,,,,TH+,TH,,,,,SD,NC+,SG,,MM,,,
NC,,Comic Book,The Adventures of Jamphel and Acho Chha: On the Trail of The Tiger,,,Thimphu Comics,,Bhutan,Bhutan,South Asia,Bhutan,English,,WWF,Adventure,Cartoony,Everyone,,2022,,,2,,,https://wwfasia.awsassets.panda.org/downloads/on_the_trail_of_the_tiger_final_1_1.pdf,,Yes,,,Bhutan,The Adventures of Jamphel and Acho Chha: On the Trail of The Tiger,1,,NC-2023S,TH,,,,TH+,TH,,,,,SD,NC+,SG,,MM,,,
NC,,Comic magazine,El Carretón del diablo,,El caso de Laguna Toro y Otros Relatos,MarceloV.CondoriC.,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,El Carretón del diablo,1,,NC-2022F,AS,,,,TH+,,,,,,JW,NC+,,,MM,,,
NC,,Comic magazine,El Correvolando,,El caso de Laguna Toro y Otros Relatos,Mihail Rodrigo Bazoalto,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,El Correvolando,1,,NC-2022F,AS,,,,TH+,,,CW+,,,JW*,NC+,SG,,MM,,,
NC,,Comic magazine,El Gigante de Jayhuayco,,El caso de Laguna Toro y Otros Relatos,Yuri A Gutiérrez y René García Meruvia,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,El Gigante de Jayhuayco,1,,NC-2022F,AS,,,,TH+,,,,,,JW,NC+,,,MM,,,
NC,,Comic magazine,La chola sin cabeza,,El caso de Laguna Toro y Otros Relatos,Wálter J.Gómez G. y Giovany A. Maida M.,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,La chola sin cabeza,1,,NC-2022F,AS,,,,TH+,AS,,CW+,,,JW,NC+,SG,,MM,,RB,
NC,,Comic magazine,La sirena,,El caso de Laguna Toro y Otros Relatos,JaimeTorrico,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,La sirena,1,,NC-2022F,AS,,,,TH+,BK,,,,,JW,NC+,,,MM,,RHE,
NC,,Comic magazine,Tata Piluco,,El caso de Laguna Toro y Otros Relatos,Gustavo Terrazas,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,Tata Piluco,1,,NC-2022F,AS,,,,TH+,BK,,,,,JB,NC+,FM,,MM,,RHE,
NC,,Comic magazine,Barrio minero Alalay,,El caso de Laguna Toro y Otros Relatos,Isaías Fernández Salazar,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,Barrio minero Alalay,1,,NC-2022F,TH,,,,TH+,,,,,,JW,NC+,,,MM,,,
NC,,Comic magazine,El case de laguna toro,,El caso de Laguna Toro y Otros Relatos,Felipe y Juan Carlos Pórcel,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,El case de laguna toro,1,,NC-2022F,TH,,,,TH+,,,,,,JB,NC+,FM,,MM,,,
NC,,Comic magazine,El Toklo de la Coronilla,,El caso de Laguna Toro y Otros Relatos,Francisco Galindo Márquez,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,El Toklo de la Coronilla,1,,NC-2022F,TH,,,,TH+,,,,,,JW,NC+,SG,,MM,,,
NC,,Comic magazine,La condenada,,El caso de Laguna Toro y Otros Relatos,"Marco Limachi, Iván Fuentes R. y Ramiro Calla",,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,La condenada,1,,NC-2022F,TH,,,,TH+,,,,,,JB,NC+,,,,,,
NC,,Comic magazine,La creación de Don Juan,,El caso de Laguna Toro y Otros Relatos,Joel Ojeda Colque,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,La creación de Don Juan,1,,NC-2022F,TH,,,,SG+,,,CW+,,,JW,NC+,,,MM,,,
NC,,Comic magazine,Recuerdos,,El caso de Laguna Toro y Otros Relatos,Moisés Poma,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Gobierno Autónomo Municipal de Cochabamba,Supernatural,,Teen/Adult,,2012,,,,,,,,,,,Bolivia,Recuerdos,1,,NC-2022F,TH,,,,TH+,AS,,,,,JB*,NC+,FM,,,,RHE,
NC,,Webcomic,Tiempo,,,Luis Fernando García Balcázar,,Bolivia,Bolivia,South America,Bolivia,Spanish,,Paranoia Studios,Slice of life,,Teen/Adult,,2020,,,,,https://paranoiastudio.com/comicboliviabackup/tiempocomic/,,,,,,Bolivia,Tiempo,1,,NC-2022F,TH,,,,TH+,,,,,,JB,NC+,,,MM,,,
SG,,Webcomic,Dream Long Gone,,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,English,,CSP,"Drama, Horror",,,,2021,14,,,yes,,,,,,,Bosnia and Herzegovina,Dream Long Gone,1,,NC-2023S,TH,,,,TH+,AS,,,,,JB,NC+,,,,MaM,,
SG,,Webcomic,ROT,,,,,Bosnia and Herzegovina,Bosnia and Herzegovina,Europe,Bosnia and Herzegovina,English,,CSP,"War, Drama",,,,2020,15,,,yes,,,,,,,Bosnia and Herzegovina,ROT,1,,NC-2023S,TH,,,,TH+,AS,,,,,JB,NC+,,,,,,
NC,,Webcomic,Creep,,SMAC!,Thaego T. Seretse,,Botswana,Botswana,Africa,Botswana,,,SMAC Web Magazine,Drama,Manga,Everyone,,2016,,,,,,https://smacmag.net/v/sma16/creep-by-thaego/,,,,,Botswana,Creep,1,R-to-L,NC-2023S,TH,,,,TH+,TH,,,,,XZ,NC+,SG,,,MaM,,
NC,,Webcomic,Voice of the Earth,,SMAC!,Thaego T. Seretse,,Botswana,Botswana,Africa,Botswana,,,SMAC Web Magazine,Fantasy,Manga,Everyone,,2015,,,,,,https://smacmag.net/v/sma15/voice-of-the-earth-by-thaego/,,,,,Botswana,Voice of the Earth,1,R-to-L,NC-2023S,TH,,,,TH+,TH,,,,,XZ,NC+,FM,,,,,
LK,,Comic Magazine,A Noite dos Palhaços Mudos,,Revista Circo 4,Laerte,,Brazil,Brazil,South America,Brazil,Portuguese,,Circo,Humor,Cartoony,Everyone,,1987,17,6,1,Completed,,,,Private,A Noite dos Palhaços Mudos - Laerte.pdf,This is the complete first history of this magazine. It's a brazilian classic comic.,Brazil,A Noite dos Palhaços Mudos,1,,NC-2022F,AL,,,,TH+,BK,,,,,JB,NC+,SG,,,,,
BK,,Webcomic,Nocturne,,,Fred Cassar,,,Brazil,South America,Brazil,English,English,Hiveworks Comics,Fantasy,Cartoony,Teen,,2017,37,1,1,0,Nocturne is a story of three young adults in a city where only heartfelt music can purify all the maddening noise the radio creates. It’s a story about dealing with insecurities and facing your fears while fighting twisted musical monsters along with your bandmates.,fredericocassar@gmail.com,,Sharing,,,Brazil,Nocturne,1,,NC-2022F,TH,,,,TH+,TH,,,,,JB,NC+,SG,,,,,
LK,,Comic Book,O Enfermeiro,,,"Francisco S. Vilachã, Machado de Assis,",,Brazil,Brazil,South America,Brazil,Portuguese,,Escala,Adaptation,Superhero,Everyone,,2004,42,1,1,Completed,,,,Private,O Enfermeiro - Machado de Assis.pdf,Educational material for schools based on a classic Brazilian novel.,Brazil,O Enfermeiro,1,,NC-2022F,TH,,,,SG+,,,,,,JB,NC+,,,,,,
LK,,Comic Book,Romeu e Julieta,,,"Roberta Pares, Marcela Godoy",,Brazil,Brazil,South America,Brazil,Portuguese,,Nemo,Adaptation,Superhero,Teen,,2018,64,1,1,Completed,,,,Private,Romeu e Julie - Marcela Godoy.pdf,"Educational material for schools based on ""Romeo and Juliet""",Brazil,Romeu e Julieta,1,,NC-2022F,TH,GC-,SE,,TH+,,,,,,JB,NC+,SG,,,,,
LK,,Comic Book,A Luta Contra Canudos,,,"Jozz, Daniel Esteves, Akira Sanoki",,Brazil,Brazil,South America,Brazil,Portuguese,,Nemo,War,Superhero,Teen,,2018,65,1,1,Completed,,,,Private,"A Luta Contra Canudos - Dainiel Esteves, Jozz",Educational material for schools about history of Brazil,Brazil,A Luta Contra Canudos,1,,NC-2022F,AL/SG,GC,SE,,SG+,AS,,,,,JB,NC+,SG,,,,,
LK,,Comic Book,Bidu: Caminhos,,,"Eduardo Damasceno, Luís Felipe Garrocho",,Brazil,Brazil,South America,Brazil,Portuguese,,Panini Comics,Drama,Cartoony,Everyone,,2014,73,1,1,Completed,,,,Private,Bidu Caminhos - Eduardo Damasceno.pdf,Monica and Friends' spin off for mature audience.,Brazil,Bidu: Caminhos,1,,NC-2022F,TG/SG,GC,SE,,SG+,YS,YS,,,,JB,NC+,,,,,,
LK,,Comic Book,Capitão Feio: Identidade,,,Magno Costa; Marcelo Costa,,Brazil,Brazil,South America,Brazil,Portuguese,,Panini Comics,Superhero,Superhero,Everyone,,2017,78,1,1,Completed,,,,Private,Capitão Feio - Magno Costa & Marcelo Costa.pdf,Monica and Friends' spin off for mature audience.,Brazil,Capitão Feio: Identidade,1,,NC-2022F,TH,GC,SE,,TH+,YS,YS,,,,JB,NC+,FM,,,,,
LK,,Comic Book,Astronauta: Entropia,,,Danilo Beyruth,,Brazil,Brazil,South America,Brazil,Portuguese,,Panini Comics,Action,Superhero,Everyone,,2018,86,1,1,Completed,,,,Private,Astronauta Entropia - Danilo Beyruth.pdf,Monica and Friends' spin off for mature audience.,Brazil,Astronauta: Entropia,1,,NC-2022F,TH,GC,SE,,SG+,YS,YS,AK+,,,JB,NC+,SG,,,,,
LK,,Comic Book,Turma da Mônica Jove: Terrível Obsessão,,,"Roberta Pares, Petra Leão",,Brazil,Brazil,South America,Brazil,Portuguese,,Panini Comics,Manga,Manga,Teen,,2017,124,1,1,Completed,,,,Private,Turma da Mônica Jovem v.2 n. 8 - Petra Leão.pdf,Monica and Friends' Manga version for tennagers.,Brazil,Turma da Mônica Jove: Terrível Obsessão,1,,NC-2022F,AL,GC,SE,,TH+,YS,YS,,,,JB,NC+,SG,,,,,
NC,,Comic book,Raio Negro,,,Script and pencils: Gedeone Malagola Hydroman Pencils: Momoki Akimoto Inks: Gedeone Malagola,,Brazil,Brazil,South America,Brazil,Portuguese,,Esporas de Ouro,Superhero,Superhero,Everyone,,1968,,,11,,,,,Public,,,Brazil,Raio Negro,1,,NC-2022F,AL,,,,TH+,,,,,,JB,NC+,SG,,,,,
NC,,Comic book,Águia Negra,,,Walmir Amaral de Oliveira,,Brazil,Brazil,South America,Brazil,Portuguese,,Rio Grafica e Editora,Superhero,Superhero,Everyone,,1964,,,67,,,,,Public,,,Brazil,Águia Negra,1,,NC-2022F,TH,GC,SE,,TH+,,,,,,JB,NC+,FM,,,,,
NC,,Comic book,Judoka,,,Script: Pedro Anísio Pencils: Eduardo Baron,,Brazil,Brazil,South America,Brazil,Portuguese,,Ebal,Action,Superhero,Teen/Adult,,1969,,,7,,,,,Public,,,Brazil,Judoka,1,,NC-2022F,TH,,,,TH+,,,,,,JB,NC+,FM,,,,,
NC,,Comic book,Super X: na Tribo dos Machadinhas,,,Monte Hale,,Brazil,Brazil,South America,Brazil,Portuguese,,Um Cruzeiro,Superhero,Superhero,Everyone,,1950,,,,,,,,Public,,,Brazil,Super X: na Tribo dos Machadinhas,1,,NC-2022F,TH,,,,TH+,,,,,,JB*,NC+,,,,,,
NC,,Comic Magazine,Gilgamesh,,EROII Care au Facut Istorie,Emiliyan and Stanimir Valev,,Bulgaria,Bulgaria,Europe,Bulgaria,English,,Forums,Mythology,,Teen/Adult,,2020,15-20,,,,,,,,,,Bulgaria,Gilgamesh,1,,NC-S22,KK,KK,PB,,JV+,KK,KK,IH+,KH,LP,LZ,NC,,,,DM,RHE,
NC,,Comic Magazine,Stas and Nelly are king of the elephants,Стас и Нели царят на слоновете,Duga (Rainbow),"Author Lubomir Manolov, Artist Emanuel Chalovsky",,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,Adventure,,Teen/Adult,,1988,,,32,,,,,,Rainbow 32 1988 - Дъга - брой 32 Ctac.pdf,,Bulgaria,Stas and Nelly are king of the elephants,1,,NC-S22,AS,BK,SE,,NC+,BK,BK,AL+,,,SD,NC,SG,,,DM,,
NC,,Comic Magazine,The fifth law of robotics is abduction,Петият закон на роботиката отвличането,Duga (Rainbow),"Author Nikola Kesarovski, Artist Hristo Kardzhilov",,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,Action,,Teen/Adult,,1980,,,3,,,,,,Rainbow 3 1980 - Дъга - брой 03  _ 2.pdf,,Bulgaria,The fifth law of robotics is abduction,1,,NC-S22,AS,,,,NC+,BK,,,,,XZ,NC,SG,,,,,
NC,,Webcomic,Dragon Last,,,Daniel Atanasov (Satanasov),,Bulgaria,Bulgaria,Europe,Bulgaria,English,,Amilova,Action,Manga,Teen/Adult,,2007,,,,,,https://www.amilova.com/en/comics-Manga/283/dragonlast.html,,,,,Bulgaria,Dragon Last,1,,NC-S22,KK,KK,SE,,JV+,KK,KK,IH+,,,SD,NC,,,,DM,RB,
NC,,Webcomic,Lucky,,,Milena Simeonova,,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,Amilova,Romance,Manga,Teen/Adult,,2011,,,,,,luckycomic.amilova.com,,,,,Bulgaria,Lucky,1,,NC-S22,KK,KK,PB,,JV+,KK,KK,IH+,,LP,SD,NC,,,,,,
NC,,Comic Magazine,Spartacus son of the rebellious copper,Спартак син на непокорните меди,Duga (Rainbow),"Author Lyubomir Manolov, Artist Georgi Shumenov",,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,"History, Action",,Teen/Adult,,1980,,,3,,,,,,Rainbow 3 1980 - Дъга - брой 03 - Chaptak.pdf,,Bulgaria,Spartacus son of the rebellious copper,1,,NC-S22,KK,KK,SE,,NC+,KK,KK,,,,LZ,NC,FM,,,,,
NC,,Comic Magazine,The Adventures of the Stork Choco and the Frog Boko,Приключенията на щъркела Чоко и жабока Боко - Бебешка поща,Duga (Rainbow),"Rumen Petkov, W: Yosif Perets",,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,Humor,Cartoony,Teen/Adult,,1980,,,3,,,,,,Rainbow 3 1980 - Дъга - брой 03  _ Rumen Petkov.pdf,,Bulgaria,The Adventures of the Stork Choco and the Frog Boko,1,,NC-S22,MG,MG,SE,,JV+,MG,MG,ID+,KH,,LZ,NC,FM,,,DM,,
NC,,Comic Magazine,Diplomatic Mission,Дипломатическа Мисия,Duga (Rainbow),"Author Lyubomir Cholakov, Artist Dimitar Stoyanov",,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,Science Fiction,,Teen/Adult,,1988,,6,32,,,,,,Rainbow 32 1988 - Дъга - брой 32.pdf,,Bulgaria,Diplomatic Mission,1,,NC-S22,NC,,,,NC+,,,,PG,,JB,NC,,,,,,
NC,,Comic Magazine,Treasure Island,Островът на съкровищата,Duga (Rainbow),Peter Stanimirov,,Bulgaria,Bulgaria,Europe,Bulgaria,Bulgarian,,,Adventure,,Teen/Adult,,1988,,,32,,,,,,Rainbow 32 1988 - Дъга - брой 32 Ocm.pdf,,Bulgaria,Treasure Island,1,,NC-S22,NC,,,,NC+,AS,,,,,JB,NC,SG,,,DM,,
NC,,Webcomic,Post-Scriptum,,,Anna Tsocheva,,Bulgaria,Bulgaria,Europe,Bulgaria,English,,Tapas,Drama,Manga,Teen/Adult,,2015,,,,,,https://tapas.io/episode/94926,,,,,Bulgaria,Post-Scriptum,1,,NC-S22,SG,,,,NC+,AS,,,,,JB,NC,FM,,,,,
NC,,Webcomic,The Black Doctor,,,Vasilena Harizanova (Watapoku),,Bulgaria,Bulgaria,Europe,Bulgaria,English,,Amilova,"Fantasy, Horror",Manga,Teen/Adult,,2010,,,,,,the-black-doctor.amilova.com,,,,,Bulgaria,The Black Doctor,1,,NC-S22,TG,,,,SG+,TH,,,,,SD,NC,,,,,,
